left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: Aspire Cleito Pyrex Glass Replacement Tube - 3.5ml 
description: Aspire Cleito Pyrex Glass Replacement Tube - 3.5ml, is the replacement tube for Aspire Cleito tank. This tube is very easy to replace. Get is as a spare part for your Cleito! 
price: 5.99 
priceCurrency: CAD","title: Cleito 120 Glass By Aspire 
description: If you have dropped the Cleito 120and broken the glass no longer do you have to purchase a brand new unit. You can simply purchase the replacement glass sleeve from us and have your Cleito 120as new again. 
price: 3.50 
priceCurrency: GBP",False,"title: Aspire Cleito Pyrex Glass Replacement Tube - 3.5ml 
description: Aspire Cleito Pyrex Glass Replacement Tube - 3.5ml, is the replacement tube for Aspire Cleito tank. This tube is very easy to replace. Get is as a spare part for your Cleito! 
price: 5.99 
priceCurrency: CAD

###

title: Cleito 120 Glass By Aspire 
description: If you have dropped the Cleito 120and broken the glass no longer do you have to purchase a brand new unit. You can simply purchase the replacement glass sleeve from us and have your Cleito 120as new again. 
price: 3.50 
priceCurrency: GBP

###

Same product?", no,False,False,False
title: Nikon D7500 DSLR Camera with 18-140mm Lens,"brand: Nikon 
title: Nikon Nikon D5600 DX-format Digital SLR Body (Black) w/ AF-S DX NIKKOR 18-140mm f/3.5-5.6G ED VR Lens 
description: This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions. 
price: 1099.99 
priceCurrency: USD",False,"title: Nikon D7500 DSLR Camera with 18-140mm Lens

###

brand: Nikon 
title: Nikon Nikon D5600 DX-format Digital SLR Body (Black) w/ AF-S DX NIKKOR 18-140mm f/3.5-5.6G ED VR Lens 
description: This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions. 
price: 1099.99 
priceCurrency: USD

###

Same product?", no,False,False,True
"title: iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое 
description: Front Glass Digitizer Panel3.5 inch IPS LCD (640 x 960 pixel) DisplayFront Camera BezelSpeaker Mesh 
price: 39.99 
priceCurrency: USD","title: Evans EQ3 Frosted Bass Drum Head, 20\ 
description: Evans EQ3 20\ Frosted Bass Drum Head-BD20GB3C.The EQ3 two-ply frosted bass drum head comes fitted withan internal overtone control ring along witha removable muffle ring for extreme articulation and ultimate endurance.The Evans EQ3 series drum heads feature two plies of 6.5mil film and delivera controlled low-end rumble and focused attack. Due to its articulation and endurance, the EQ3 drum heads are especially suitable for live playing and will not distort under heavy hitting.Size:20\ 
price: 62.00 
priceCurrency: GBP",False,"title: iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое 
description: Front Glass Digitizer Panel3.5 inch IPS LCD (640 x 960 pixel) DisplayFront Camera BezelSpeaker Mesh 
price: 39.99 
priceCurrency: USD

###

title: Evans EQ3 Frosted Bass Drum Head, 20\ 
description: Evans EQ3 20\ Frosted Bass Drum Head-BD20GB3C.The EQ3 two-ply frosted bass drum head comes fitted withan internal overtone control ring along witha removable muffle ring for extreme articulation and ultimate endurance.The Evans EQ3 series drum heads feature two plies of 6.5mil film and delivera controlled low-end rumble and focused attack. Due to its articulation and endurance, the EQ3 drum heads are especially suitable for live playing and will not distort under heavy hitting.Size:20\ 
price: 62.00 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: AEG 8kg Front Load Dyer 
description: 8kg Front Load Dyer 
price: 2099 
priceCurrency: AUD","brand: D-Link 
title: 1 Port Gigabit PoE Injector - DPE-301GI 
description: 1-Port Gigabit PoE Injector 
price: 44.93 
priceCurrency: USD",False,"title: AEG 8kg Front Load Dyer 
description: 8kg Front Load Dyer 
price: 2099 
priceCurrency: AUD

###

brand: D-Link 
title: 1 Port Gigabit PoE Injector - DPE-301GI 
description: 1-Port Gigabit PoE Injector 
price: 44.93 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: Posca Medium Metallic Red 5M 
description: Non-toxic, water-based POSCA paint markers can be used on almost any surface, and are loved by professionals, creative hobbyists and amateurs alike. The alcohol and solvent-free opaque paint covers well, is blendable, dries quickly and can be overlaid when dry. ACMI certified and made in Japan. Available in 55 colors and eight tip sizes ranging from .7mm to 15mm for all types of art, craft, graffiti, decor and more.The PC-5M medium bullet tip marker is the \multi-purpose\ marker of the POSCA range. It produces neat and precise lines, and is ideal for coloring. An all-around favorite of both professionals and beginners. 
price: 3.99E0 
priceCurrency: USD","title: Uni Posca Marker PC-5M 1.8-2.5MM Metallic Red 
price: 22.41 
priceCurrency: TRY",True,"title: Posca Medium Metallic Red 5M 
description: Non-toxic, water-based POSCA paint markers can be used on almost any surface, and are loved by professionals, creative hobbyists and amateurs alike. The alcohol and solvent-free opaque paint covers well, is blendable, dries quickly and can be overlaid when dry. ACMI certified and made in Japan. Available in 55 colors and eight tip sizes ranging from .7mm to 15mm for all types of art, craft, graffiti, decor and more.The PC-5M medium bullet tip marker is the \multi-purpose\ marker of the POSCA range. It produces neat and precise lines, and is ideal for coloring. An all-around favorite of both professionals and beginners. 
price: 3.99E0 
priceCurrency: USD

###

title: Uni Posca Marker PC-5M 1.8-2.5MM Metallic Red 
price: 22.41 
priceCurrency: TRY

###

Same product?", yes,True,True,True
"brand: Shimano 
title: Shimano Di2 EW-SD50 E-Tube Wire (500mm) 
description: This is a Shimano Ultegra Di2 EW-SD50 Extension Wire for all Di2 systems except Shimano 7970 Dura Ace.All e-tube wires may be used for internal or external applicationsFrame grommets for E-tube internal-wiring compatible frames are sold separatelyUltegra Di2 wires utilize Shimano's e-tube technology; e-tube is a two-prong system and is NOT cross compatible with Dura-Ace 7970 Di2 wiringSpecifications: FD/Shifter Compatibility: Dura-Ace 9070 Di2FD/Shifter Compatibility: Shimano Ultegra Di2 This product was added to our catalog on March 7, 2018 
price: 25.99 
priceCurrency: USD","brand: Ernie Ball 
title: Ernie Ball 2250 Power Slinky Electric Guitar Strings - Pure Nickel - 11-48 
description: Ernie Ball 2250 Power Slinky Electric Guitar Strings - Pure Nickel - 11-48 - Ernie Ball - Ernie Ball's Classic Rock N Roll Power Slinky electric guitar strings are made of pure nickel wrapped around tin-plated, hex-shaped, steel core wire, giving you a warm and rich tone. Gauges: 11-14-18p-28-38-48 
price: 15.99 
priceCurrency: AUD",False,"brand: Shimano 
title: Shimano Di2 EW-SD50 E-Tube Wire (500mm) 
description: This is a Shimano Ultegra Di2 EW-SD50 Extension Wire for all Di2 systems except Shimano 7970 Dura Ace.All e-tube wires may be used for internal or external applicationsFrame grommets for E-tube internal-wiring compatible frames are sold separatelyUltegra Di2 wires utilize Shimano's e-tube technology; e-tube is a two-prong system and is NOT cross compatible with Dura-Ace 7970 Di2 wiringSpecifications: FD/Shifter Compatibility: Dura-Ace 9070 Di2FD/Shifter Compatibility: Shimano Ultegra Di2 This product was added to our catalog on March 7, 2018 
price: 25.99 
priceCurrency: USD

###

brand: Ernie Ball 
title: Ernie Ball 2250 Power Slinky Electric Guitar Strings - Pure Nickel - 11-48 
description: Ernie Ball 2250 Power Slinky Electric Guitar Strings - Pure Nickel - 11-48 - Ernie Ball - Ernie Ball's Classic Rock N Roll Power Slinky electric guitar strings are made of pure nickel wrapped around tin-plated, hex-shaped, steel core wire, giving you a warm and rich tone. Gauges: 11-14-18p-28-38-48 
price: 15.99 
priceCurrency: AUD

###

Same product?", no,False,False,False
"title: Hamilton Navy Scuba H82315331 Black Rubber Strap Automatic Watch 
description: REFERENCEH82315331STRAP REF.H600.823.103STRAP MATERIALBlack RubberCALIBERH-10Automatic 40 mm 12.95 mm Screw Down Stainless Steel 20 mmPlease contact us for special pricing. 
price: 745.0 
priceCurrency: USD","brand: Seiko 
title: Seiko Mens Prospex Divers Automatic Blue Rubber Strap Watch SPB053J1 
description: BLK SS\\/ RUB SW BLU DT DL 
price: 743.07 
priceCurrency: GBP",False,"title: Hamilton Navy Scuba H82315331 Black Rubber Strap Automatic Watch 
description: REFERENCEH82315331STRAP REF.H600.823.103STRAP MATERIALBlack RubberCALIBERH-10Automatic 40 mm 12.95 mm Screw Down Stainless Steel 20 mmPlease contact us for special pricing. 
price: 745.0 
priceCurrency: USD

###

brand: Seiko 
title: Seiko Mens Prospex Divers Automatic Blue Rubber Strap Watch SPB053J1 
description: BLK SS\\/ RUB SW BLU DT DL 
price: 743.07 
priceCurrency: GBP

###

Same product?", no,False,False,False
"brand: Ice-Watch 
title: Relógio Ice-Watch016985 Duo Chic 
description: Pink Ladies Watch size Medium 
price: 99.00 
priceCurrency: EUR","brand: ICE WATCH 
title: Zegarek ICE Watch 016985 DUO CHIC NUDE MEDIUM 
price: 365.00 
priceCurrency: PLN",True,"brand: Ice-Watch 
title: Relógio Ice-Watch016985 Duo Chic 
description: Pink Ladies Watch size Medium 
price: 99.00 
priceCurrency: EUR

###

brand: ICE WATCH 
title: Zegarek ICE Watch 016985 DUO CHIC NUDE MEDIUM 
price: 365.00 
priceCurrency: PLN

###

Same product?", yes,True,True,False
"title: Sony 32\ HD Ready Smart LED TV - Black | KDL32WE613BU 
description: Brilliant highlights, beautiful texturesWith High Dynamic Range (HDR), detail lost in the darkest and brightest areas of a picture are preserved, giving a much more dynamic look. See the textures in the shining metal wing of the airplane and the reflections of sunlight on the fuselage.Rediscover every detailX-Reality PRO picture processing upscales every pixel for exceptional clarity. As frames are analysed, each scene is matched with our special image database to refine images and reduce noise. Surfaces of buildings and boats are enhanced with extra detail.Made to listenMake your listening as lifelike as your viewing. ClearAudio+ fine tunes TV sound for an immersive, emotionally enriching experience that seems to surround you. Hear music and dialogue with greater clarity and separation, whatever you’re watching. 
price: 449.99 
priceCurrency: EUR","title: Televizor LED Smart SONY BRAVIA KD-75ZH8, 8K, 189cm",False,"title: Sony 32\ HD Ready Smart LED TV - Black | KDL32WE613BU 
description: Brilliant highlights, beautiful texturesWith High Dynamic Range (HDR), detail lost in the darkest and brightest areas of a picture are preserved, giving a much more dynamic look. See the textures in the shining metal wing of the airplane and the reflections of sunlight on the fuselage.Rediscover every detailX-Reality PRO picture processing upscales every pixel for exceptional clarity. As frames are analysed, each scene is matched with our special image database to refine images and reduce noise. Surfaces of buildings and boats are enhanced with extra detail.Made to listenMake your listening as lifelike as your viewing. ClearAudio+ fine tunes TV sound for an immersive, emotionally enriching experience that seems to surround you. Hear music and dialogue with greater clarity and separation, whatever you’re watching. 
price: 449.99 
priceCurrency: EUR

###

title: Televizor LED Smart SONY BRAVIA KD-75ZH8, 8K, 189cm

###

Same product?", no,False,False,False
"brand: Omega 
title: Railmaster Omega Co-Axial Master Chronometer 40 mm 
description: The original OMEGA Railmaster of 1957 was a simple, practical, yet elegant watch designed for railway staff or anyone who worked close to electrical fields. Today, that spirit of innovation has been carried over into an updated model which enhances the Railmaster’s capabilities yet again.The 40mm symmetrical case is made from stainless steel with a wave-edged design featured on the back. The vertically brushed black dial includes brushed stainless steel hands and recessed hour-markers which are all filled with “vintage” Super-LumiNova. There is also a transferred beige “Railmaster” indication which delivers a classic touch.The watch has a fully brushed and integrated stainless steel bracelet and the oriented caseback features a NAIAD LOCK design (patent pending) to keep the wording upright. The watch is driven by the OMEGA Co-Axial Master Chronometer Calibre 8806. Certified at the industry’s highest standard by the Swiss Federal Institute of Metrology (METAS) and able to w
price: 5,200.00 
priceCurrency: USD","brand: Omega 
title: Omega Seamaster Co-Axial Diver 300M 
description: Model Name/Number:Seamaster Diver - 212.30.44.52.01.001Serial78,XXX,XXXGender:Men'sMovement:Self winding Omega Co-Axial calibre 3603Case:Stainless steel (44mm) w/ matte black ceramic unidirectional rotating bezel, Omega Hippocampus logo engraved on caseback, and scratch resistant sapphire crystalDial:Matte black w/ 30-minute and 12-hour recorders, small seconds sub-dial, red GMT hand, red 24-hour scale that tracks second time zoneBracelet:Stainless steel w/ deployant claspBox & Papers:Omega box, booklet, wallet, Pictograms, and warranty cardWarranty:This Omega comes with Bob's Watches one year warrantyReturn Policy:If not 100% satisfied, return watch in 3 days for a full refund. Terms.WATCH CONDITION EXAMINATIONThis Omega watch is offered in unworn/new condition.Omega Seamaster Diver 300MBy Paul AltieriAre you searching for a robust Omega dive watch in UNWORN condition? Look no further than the Seamaster Diver ref. 212.30.44.52.01.001 for sale here today. Its feature set i
price: 5495 
priceCurrency: USD",False,"brand: Omega 
title: Railmaster Omega Co-Axial Master Chronometer 40 mm 
description: The original OMEGA Railmaster of 1957 was a simple, practical, yet elegant watch designed for railway staff or anyone who worked close to electrical fields. Today, that spirit of innovation has been carried over into an updated model which enhances the Railmaster’s capabilities yet again.The 40mm symmetrical case is made from stainless steel with a wave-edged design featured on the back. The vertically brushed black dial includes brushed stainless steel hands and recessed hour-markers which are all filled with “vintage” Super-LumiNova. There is also a transferred beige “Railmaster” indication which delivers a classic touch.The watch has a fully brushed and integrated stainless steel bracelet and the oriented caseback features a NAIAD LOCK design (patent pending) to keep the wording upright. The watch is driven by the OMEGA Co-Axial Master Chronometer Calibre 8806. Certified at the industry’s highest standard by the Swiss Federal Institute of Metrology (METAS) and able to w
price: 5,200.00 
priceCurrency: USD

###

brand: Omega 
title: Omega Seamaster Co-Axial Diver 300M 
description: Model Name/Number:Seamaster Diver - 212.30.44.52.01.001Serial78,XXX,XXXGender:Men'sMovement:Self winding Omega Co-Axial calibre 3603Case:Stainless steel (44mm) w/ matte black ceramic unidirectional rotating bezel, Omega Hippocampus logo engraved on caseback, and scratch resistant sapphire crystalDial:Matte black w/ 30-minute and 12-hour recorders, small seconds sub-dial, red GMT hand, red 24-hour scale that tracks second time zoneBracelet:Stainless steel w/ deployant claspBox & Papers:Omega box, booklet, wallet, Pictograms, and warranty cardWarranty:This Omega comes with Bob's Watches one year warrantyReturn Policy:If not 100% satisfied, return watch in 3 days for a full refund. Terms.WATCH CONDITION EXAMINATIONThis Omega watch is offered in unworn/new condition.Omega Seamaster Diver 300MBy Paul AltieriAre you searching for a robust Omega dive watch in UNWORN condition? Look no further than the Seamaster Diver ref. 212.30.44.52.01.001 for sale here today. Its feature set i
price: 5495 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: Toner Original Canon Preto 3481B002AA 
description: 724 - Cartridge para LBP6750dn 
price: 139.2 
priceCurrency: EUR","brand: Canon 
title: Tonerpatron CRG 724 sort, original Canon 3481B002 (6.000s) 
description: Patron Canon 724BK sort Passer til Canon i-SENSYS LBP6750dn 6.000 sider 
price: 1159.00 
priceCurrency: DKK",True,"title: Toner Original Canon Preto 3481B002AA 
description: 724 - Cartridge para LBP6750dn 
price: 139.2 
priceCurrency: EUR

###

brand: Canon 
title: Tonerpatron CRG 724 sort, original Canon 3481B002 (6.000s) 
description: Patron Canon 724BK sort Passer til Canon i-SENSYS LBP6750dn 6.000 sider 
price: 1159.00 
priceCurrency: DKK

###

Same product?", yes,True,True,True
"title: Johnnie Walker, Black Label Blended Scotch Whisky (750ML) 
price: 44.99 
priceCurrency: USD","title: Johnnie Walker Black Label 12 yr Scotch 750 
description: A blended scotch that speaks for itself. 
price: 45.00 
priceCurrency: USD",True,"title: Johnnie Walker, Black Label Blended Scotch Whisky (750ML) 
price: 44.99 
priceCurrency: USD

###

title: Johnnie Walker Black Label 12 yr Scotch 750 
description: A blended scotch that speaks for itself. 
price: 45.00 
priceCurrency: USD

###

Same product?", yes,True,True,True
"title: 9 Seater Wicker Sofa set - Black 
description: Invite your friends and family over for a garden party or just sit back and relax with our Oudoor Sofa Dining Set. Being a 9-seater, the dining set provides enough room for all your guests to sit or for you to have a lie down and enjoy a book. You can arrange the seats in various ways depending on your needs and there are hooks included to secure the seats firmly together. The sofa is made of sturdy powder-coated steel frame with quality PE wicker finish that not only looks stylish but is perfect for outdoor use as it is both UV-resistant and weatherproof. The cushions and pillows on the sofa are 5cm thick to provide ultimate comfort and are waterproof as well. The set also includes a matching table that has a 5mm tempered glass top with buffers for added protection. There is a bonus storage cover for you can protect the set from sun and rain when not in use, so that you can keep enjoying your garden parties for many years to come.Features9-seater sofa dining setPowder-coa
price: 997.00 
priceCurrency: AUD","title: Gardeon 7PC Sofa Set with Storage Cover Outdoor Furniture Wicker 
description: Gardeon 7PC Sofa Set with Storage Cover Outdoor Furniture Wicker Features* Perfect for indoor and outdoor* Heavy-duty aluminium frame* Premium UV-resistant PE wicker* 5mm thick tempered glass top* 10cm thick high density foam seat cushions* Waterproof, UV resistant and tear-proof cushion covers* Removable cushion covers for washing* Bonus Waterproof Storage Cover* Simple assembly requiredSpecifications* Frame colour: Black* Seat & back cushion colour: Beige* Throw cushion colour: Lime GreenGeneral dimensions:* Table dimensions: 71cm x 71cm x 30cm* Single sofa dimensions: 64cm x 75cm x 60cm* Corner sofa dimensions: 75cm x 75cm x 60cm* Ottoman dimensions:75cm x 75cm x 27cm* See gallery for further dimensions* Note: Simply assembly is required.Package Content3 x Single Sofa with Cushions2 x Corner Sofa with Cushions1 x Table with tempered glass top1 x Ottoman with cushion2 x Throw Pillow1 x Waterproof storage cover 
price: 865.00 
priceCurrency: AUD",False,"title: 9 Seater Wicker Sofa set - Black 
description: Invite your friends and family over for a garden party or just sit back and relax with our Oudoor Sofa Dining Set. Being a 9-seater, the dining set provides enough room for all your guests to sit or for you to have a lie down and enjoy a book. You can arrange the seats in various ways depending on your needs and there are hooks included to secure the seats firmly together. The sofa is made of sturdy powder-coated steel frame with quality PE wicker finish that not only looks stylish but is perfect for outdoor use as it is both UV-resistant and weatherproof. The cushions and pillows on the sofa are 5cm thick to provide ultimate comfort and are waterproof as well. The set also includes a matching table that has a 5mm tempered glass top with buffers for added protection. There is a bonus storage cover for you can protect the set from sun and rain when not in use, so that you can keep enjoying your garden parties for many years to come.Features9-seater sofa dining setPowder-coa
price: 997.00 
priceCurrency: AUD

###

title: Gardeon 7PC Sofa Set with Storage Cover Outdoor Furniture Wicker 
description: Gardeon 7PC Sofa Set with Storage Cover Outdoor Furniture Wicker Features* Perfect for indoor and outdoor* Heavy-duty aluminium frame* Premium UV-resistant PE wicker* 5mm thick tempered glass top* 10cm thick high density foam seat cushions* Waterproof, UV resistant and tear-proof cushion covers* Removable cushion covers for washing* Bonus Waterproof Storage Cover* Simple assembly requiredSpecifications* Frame colour: Black* Seat & back cushion colour: Beige* Throw cushion colour: Lime GreenGeneral dimensions:* Table dimensions: 71cm x 71cm x 30cm* Single sofa dimensions: 64cm x 75cm x 60cm* Corner sofa dimensions: 75cm x 75cm x 60cm* Ottoman dimensions:75cm x 75cm x 27cm* See gallery for further dimensions* Note: Simply assembly is required.Package Content3 x Single Sofa with Cushions2 x Corner Sofa with Cushions1 x Table with tempered glass top1 x Ottoman with cushion2 x Throw Pillow1 x Waterproof storage cover 
price: 865.00 
priceCurrency: AUD

###

Same product?", no,True,False,False
"brand: Palit 
title: Palit NVIDIA GeForce RTX 2080 Ti 11GB GamingPro OC Turing Graphics Card 
description: Palit GeForce RTX 2080 Ti GamingPro OC 11GB GDDR6 Ray-Tracing Graphics Card, 4352 Core, 1350MHz GPU, 1650MHz Boost 
price: 99999.99 
priceCurrency: GBP","title: Intel Xeon Platinum 8180 Prosessor 
description: LGA3647, 28-Core, 56-Thread, 2.5/3.8GHz, 38.5MB, 205W, uten kjøler 
price: 146459.00 
priceCurrency: NOK",False,"brand: Palit 
title: Palit NVIDIA GeForce RTX 2080 Ti 11GB GamingPro OC Turing Graphics Card 
description: Palit GeForce RTX 2080 Ti GamingPro OC 11GB GDDR6 Ray-Tracing Graphics Card, 4352 Core, 1350MHz GPU, 1650MHz Boost 
price: 99999.99 
priceCurrency: GBP

###

title: Intel Xeon Platinum 8180 Prosessor 
description: LGA3647, 28-Core, 56-Thread, 2.5/3.8GHz, 38.5MB, 205W, uten kjøler 
price: 146459.00 
priceCurrency: NOK

###

Same product?", no,False,False,False
"brand: SEAGATE 
title: Seagate IronWolf Pro Festplatte - 8 TB ST8000NE0004 - Hdd - Serial ATA 
description: ST8000NE0004 Seagate IronWolf Pro Festplatte - 8 TB ST8000NE0004 - Hdd - Serial ATA Seagate IronWolf Pro ST8000NE0004. HDD size: 3.5\, HDD capacity: 8000 GB, HDD speed: 7200 RPM Gets You in the Game.Introducing the ferocious FireCuda — providing gamers, creative professionals and tech enthusiasts with a very satisfying flash-accelerated HDD experience. Tough, Ready and Scalable — for NAS and RAID.NAS-optimised to be 24×7 in NAS enclosures. IronWolf is tuned with AgileArray, providing drive balance with rotational vibration sensors, RAID optimisation, and advanced power management. IronWolf is equipped with multi-user technology, allowing you to do more with your NAS. DON'T MISS A THINGThe Vigilance of SkyHawk Surveillance.Smart, safe and secure, SkyHawk is engineered for 24×7 video recording. Record more with support for up to 64 HD cameras backed by a 180 TB/year workload rating, 3× the workload rating of desktop drives, and store over 2,000 hours of HD video on capacitie
price: 125293","title: HD SEAGATE IRONWOLF 2 TB P/ NAS - ST2000VN004 
price: 902.01 
priceCurrency: BRL",False,"brand: SEAGATE 
title: Seagate IronWolf Pro Festplatte - 8 TB ST8000NE0004 - Hdd - Serial ATA 
description: ST8000NE0004 Seagate IronWolf Pro Festplatte - 8 TB ST8000NE0004 - Hdd - Serial ATA Seagate IronWolf Pro ST8000NE0004. HDD size: 3.5\, HDD capacity: 8000 GB, HDD speed: 7200 RPM Gets You in the Game.Introducing the ferocious FireCuda — providing gamers, creative professionals and tech enthusiasts with a very satisfying flash-accelerated HDD experience. Tough, Ready and Scalable — for NAS and RAID.NAS-optimised to be 24×7 in NAS enclosures. IronWolf is tuned with AgileArray, providing drive balance with rotational vibration sensors, RAID optimisation, and advanced power management. IronWolf is equipped with multi-user technology, allowing you to do more with your NAS. DON'T MISS A THINGThe Vigilance of SkyHawk Surveillance.Smart, safe and secure, SkyHawk is engineered for 24×7 video recording. Record more with support for up to 64 HD cameras backed by a 180 TB/year workload rating, 3× the workload rating of desktop drives, and store over 2,000 hours of HD video on capacitie
price: 125293

###

title: HD SEAGATE IRONWOLF 2 TB P/ NAS - ST2000VN004 
price: 902.01 
priceCurrency: BRL

###

Same product?", no,True,False,False
"brand: Brother 
title: Brother TN-3290 Siyah Toner 
price: 873.03 
priceCurrency: TRY","title: Brother TN3290 8,000 Pages Toner Cartridge 
description: BROTHER TN3290 8,000 PAGES TONER CARTRIDGEFEATURESCategory: CON-LASERColour: BlackYield: 8,000 pagesCompat / Desc: BROTHER HL 5340D, BROTHER HL 5350DN, BROTHER HL 5370DW, BROTHER HL 5380DN, BROTHER MFC 8880DN, BROTHER MFC 8890DW, BROTHER MFC 8370DNCompat / Reman Alternatives:Alternative: Brother BN3250Alternative: White Box WBBN3290PACKAGE CONTENT1 x Brother TN3290 8,000 Pages Toner Cartridge 
price: 349.95 
priceCurrency: AUD",True,"brand: Brother 
title: Brother TN-3290 Siyah Toner 
price: 873.03 
priceCurrency: TRY

###

title: Brother TN3290 8,000 Pages Toner Cartridge 
description: BROTHER TN3290 8,000 PAGES TONER CARTRIDGEFEATURESCategory: CON-LASERColour: BlackYield: 8,000 pagesCompat / Desc: BROTHER HL 5340D, BROTHER HL 5350DN, BROTHER HL 5370DW, BROTHER HL 5380DN, BROTHER MFC 8880DN, BROTHER MFC 8890DW, BROTHER MFC 8370DNCompat / Reman Alternatives:Alternative: Brother BN3250Alternative: White Box WBBN3290PACKAGE CONTENT1 x Brother TN3290 8,000 Pages Toner Cartridge 
price: 349.95 
priceCurrency: AUD

###

Same product?", yes,False,False,False
"title: Sapca 9Forty The League Washington Wizards Albastru 
description: Compozitie: 100% Poliester 
price: 107.0 
priceCurrency: RON","title: Zebra ZXP8 Laminate 1.0 mil Clear Top 800084-914 
price: 114.24 
priceCurrency: EUR",False,"title: Sapca 9Forty The League Washington Wizards Albastru 
description: Compozitie: 100% Poliester 
price: 107.0 
priceCurrency: RON

###

title: Zebra ZXP8 Laminate 1.0 mil Clear Top 800084-914 
price: 114.24 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Acer B7 B247Y bmiprx 23.8\ Full HD LED Mat Flat Zwart computer monitor 
description: Essential ErgonomicsPlanted upon its sturdy, robust stand, feel free to turn, pivot and swivel the display to whatever the occasion calls for.ZeroFrame DesignThe near bezel-less design creates a more seamless look, allowing you to see more of what matters most: the screen.A Strong, Ergonomic EdgeCourtesy of a firm, stainless steel base – you can easily tilt, pivot, swivel and make height adjustments at a moment’s notice.Built-in SpeakerThe built-in speaker system lets you enjoy powerful sound without the need for a separate set up.Infused with ColorIn the professional world, accuracy is everything. Utilize color-enhancing and eyecare technologies for pinpoint precision.Resolution MattersChoose from a wide range of resolutions from Full HD up to 4K UHD.A Wide Range of Color100% sRGB means more color, more accurate, lifelike images for the professional who demands perfection.Designed for AccuracyAcer ColorPlus™ is a set of technologies aimed to recreate realistic, consistent
price: 137.20 
priceCurrency: EUR","title: Cisco IE-2000-4TS-G-B network switch Managed Fast Ethernet (10/100) Black 
description: The Cisco® Industrial Ethernet 2000 (IE 2000) Series is a range of compact, industrially ruggedized access switches. IE 2000 series provide customers with ease of use, secure access, and industry leading convergence using Cisco Resilient Ethernet Protocol (REP). Multiple industries such as automotive, oil and gas, mining, transportation, and energy companies are all increasingly requiring IP based networks in their production areas. The newest IE 2000 additions have been designed to support access layer connectivity and to meet the increasing needs for security, voice, and video traffic across industrial networks. 
price: 869 
priceCurrency: USD",False,"title: Acer B7 B247Y bmiprx 23.8\ Full HD LED Mat Flat Zwart computer monitor 
description: Essential ErgonomicsPlanted upon its sturdy, robust stand, feel free to turn, pivot and swivel the display to whatever the occasion calls for.ZeroFrame DesignThe near bezel-less design creates a more seamless look, allowing you to see more of what matters most: the screen.A Strong, Ergonomic EdgeCourtesy of a firm, stainless steel base – you can easily tilt, pivot, swivel and make height adjustments at a moment’s notice.Built-in SpeakerThe built-in speaker system lets you enjoy powerful sound without the need for a separate set up.Infused with ColorIn the professional world, accuracy is everything. Utilize color-enhancing and eyecare technologies for pinpoint precision.Resolution MattersChoose from a wide range of resolutions from Full HD up to 4K UHD.A Wide Range of Color100% sRGB means more color, more accurate, lifelike images for the professional who demands perfection.Designed for AccuracyAcer ColorPlus™ is a set of technologies aimed to recreate realistic, consistent
price: 137.20 
priceCurrency: EUR

###

title: Cisco IE-2000-4TS-G-B network switch Managed Fast Ethernet (10/100) Black 
description: The Cisco® Industrial Ethernet 2000 (IE 2000) Series is a range of compact, industrially ruggedized access switches. IE 2000 series provide customers with ease of use, secure access, and industry leading convergence using Cisco Resilient Ethernet Protocol (REP). Multiple industries such as automotive, oil and gas, mining, transportation, and energy companies are all increasingly requiring IP based networks in their production areas. The newest IE 2000 additions have been designed to support access layer connectivity and to meet the increasing needs for security, voice, and video traffic across industrial networks. 
price: 869 
priceCurrency: USD

###

Same product?", no,False,False,False
