left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: APC Smart-UPS 1000VA|670W, Line-Interactive, LCD, Out: 220-240V 8xC13 (4-Switched), (#SMT1000I) 
price: 39516 
priceCurrency: RUB","title: TP LINK 24-port Gigabit Switch 
description: TP LINK 24-port Gigabit Switch 
price: 85.53 
priceCurrency: GBP",False,"title: APC Smart-UPS 1000VA|670W, Line-Interactive, LCD, Out: 220-240V 8xC13 (4-Switched), (#SMT1000I) 
price: 39516 
priceCurrency: RUB

###

title: TP LINK 24-port Gigabit Switch 
description: TP LINK 24-port Gigabit Switch 
price: 85.53 
priceCurrency: GBP

###

Same product?", no,False,False,False
"brand: Daniel Wellington horloges 
title: Daniel Wellington Horloge Classic Sheffield Rose DW00100036 
description: Daniel Wellington Horloge Classic Sheffield Rose DW00100036 
price: 135.20 
priceCurrency: EUR","brand: DANIEL WELLINGTON 
title: Relgio DANIEL WELLINGTON Classic Sheffield 
description: Relgio DANIEL WELLINGTON Classic Sheffield 
price: 169.00 
priceCurrency: EUR",True,"brand: Daniel Wellington horloges 
title: Daniel Wellington Horloge Classic Sheffield Rose DW00100036 
description: Daniel Wellington Horloge Classic Sheffield Rose DW00100036 
price: 135.20 
priceCurrency: EUR

###

brand: DANIEL WELLINGTON 
title: Relgio DANIEL WELLINGTON Classic Sheffield 
description: Relgio DANIEL WELLINGTON Classic Sheffield 
price: 169.00 
priceCurrency: EUR

###

Same product?", yes,False,False,False
"title: CARTUCHO CANON PFI-101C CIAN IPF5000 IPF5100 
description: CARTUCHO CANON PFI-101C CIAN IPF5000/ IPF5100/ IPF6000S/ IPF6100/ IPF6200 
price: 63.73675 
priceCurrency: EUR","title: 100cm Cat Scratching Tree - Grey 
description: Cat Scratch Tree 1M Grey Your ever active cat needs a place to let it be itself. And the Cat Scratch Tree is just the perfect thing to cater to your feline friend's natural instincts.Designed with steps for more cat-exercise, the 1m tall Scratch Tree features four platforms of various heights to allow your pet to jump, hop, skip, scratch, rest and nap to its heart's content. And as for its claws maintenance, the fully wrapped 9.0cm thick sisal covered poles are ideal for your pet to practice her daily regime of keeping its claws in good shape. Besides, it also helps to keep your pet off your expensive furniture too.Made from E1 standard board and natural sisal, the entire unit is both pet and eco-friendly with durable and long lasting qualities. Best of all, the Scratch Tree with Steps is upholstered with a plush velvety surface for extra comfort and style.Your feline companion may have nine lives, but it should also be able to live to its fullest measure time and again. G
price: 1.3695E2 
priceCurrency: AUD",False,"title: CARTUCHO CANON PFI-101C CIAN IPF5000 IPF5100 
description: CARTUCHO CANON PFI-101C CIAN IPF5000/ IPF5100/ IPF6000S/ IPF6100/ IPF6200 
price: 63.73675 
priceCurrency: EUR

###

title: 100cm Cat Scratching Tree - Grey 
description: Cat Scratch Tree 1M Grey Your ever active cat needs a place to let it be itself. And the Cat Scratch Tree is just the perfect thing to cater to your feline friend's natural instincts.Designed with steps for more cat-exercise, the 1m tall Scratch Tree features four platforms of various heights to allow your pet to jump, hop, skip, scratch, rest and nap to its heart's content. And as for its claws maintenance, the fully wrapped 9.0cm thick sisal covered poles are ideal for your pet to practice her daily regime of keeping its claws in good shape. Besides, it also helps to keep your pet off your expensive furniture too.Made from E1 standard board and natural sisal, the entire unit is both pet and eco-friendly with durable and long lasting qualities. Best of all, the Scratch Tree with Steps is upholstered with a plush velvety surface for extra comfort and style.Your feline companion may have nine lives, but it should also be able to live to its fullest measure time and again. G
price: 1.3695E2 
priceCurrency: AUD

###

Same product?", no,False,False,False
title: Samsung Portable SSD T7 Touch 2TB schwarz,"brand: Samsung 
title: Samsung Portable SSD T7 Touch 1TB - Zilver 
description: Portable SSD T7 Touch USB 3.2, NVMe, 1TB 
price: 249.00 
priceCurrency: EUR",False,"title: Samsung Portable SSD T7 Touch 2TB schwarz

###

brand: Samsung 
title: Samsung Portable SSD T7 Touch 1TB - Zilver 
description: Portable SSD T7 Touch USB 3.2, NVMe, 1TB 
price: 249.00 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: TpLink 
title: Tp-Link Wireless N USB Adapter 300Mbps 
price: 4190","title: RAM 3.3\ Diameter Suction Cup Base with B Size 1\ Ball 
description: The RAP-B-224-1U RAM 3.3\ Diameter Suction Cup Base with B Size 1\ Ball from the RAM Mount Bases range is made of a 3.3” diameter lock base with suction cup twist functionality. It is joined with a diamond base with a 1” rubber ball. The suction cup on this device is made to have maximum efficiency with a wide range surfaces, including glass and plastic. 
price: $17.35 (NZD) 
priceCurrency: NZD",False,"brand: TpLink 
title: Tp-Link Wireless N USB Adapter 300Mbps 
price: 4190

###

title: RAM 3.3\ Diameter Suction Cup Base with B Size 1\ Ball 
description: The RAP-B-224-1U RAM 3.3\ Diameter Suction Cup Base with B Size 1\ Ball from the RAM Mount Bases range is made of a 3.3” diameter lock base with suction cup twist functionality. It is joined with a diamond base with a 1” rubber ball. The suction cup on this device is made to have maximum efficiency with a wide range surfaces, including glass and plastic. 
price: $17.35 (NZD) 
priceCurrency: NZD

###

Same product?", no,False,False,False
"title: Corsair Vengeance LPX 32GB (4x8GB) 2666MHz DDR4 Memory Kit 
description: powered by Intel XMP profile support, large 32GB DDR4 memory stick kit, low voltage requirement (1.2V) stick and with CL16 latency timing","brand: CORSAIR 
title: Memoire DDR4 CORSAIR 8Go DDR4 3000MHz 
description: Memoire DDR4 CORSAIR 8Go DDR4 3000MHz- CMK8GX4M1D3000C16 
price: 44.99 
priceCurrency: EUR",False,"title: Corsair Vengeance LPX 32GB (4x8GB) 2666MHz DDR4 Memory Kit 
description: powered by Intel XMP profile support, large 32GB DDR4 memory stick kit, low voltage requirement (1.2V) stick and with CL16 latency timing

###

brand: CORSAIR 
title: Memoire DDR4 CORSAIR 8Go DDR4 3000MHz 
description: Memoire DDR4 CORSAIR 8Go DDR4 3000MHz- CMK8GX4M1D3000C16 
price: 44.99 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Corsair Vengeance LPX 32GB (2x16GB) DDR4 2666MHz C16 Desktop Gaming Memory Black 
description: Corsair 32GB (2x16GB) DDR4 2666MHz Vengeance LPX BlackDesigned for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer PCB helps manage heat and provides superior overclocking headroom. Each IC is individually screened for performance potential.The DDR4 form factor is optimized for the latest Intel X99 and 100 Series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than DDR3 modules. Vengeance LPX DDR4 modules are compatibility-tested across X99 and 100 Series motherboards for reliably fast performance. There’s XMP 2.0 support for trouble-free automatic overclocking. And, they’re available in multiple colors to match your motherboard, your components, or just your style.Designed for Enthusiasts. Backed by Corsair.World-famous reliability and performance Ther
price: 222.34 
priceCurrency: AUD","title: 16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory 
description: 16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory 
price: 64.66 
priceCurrency: USD",False,"title: Corsair Vengeance LPX 32GB (2x16GB) DDR4 2666MHz C16 Desktop Gaming Memory Black 
description: Corsair 32GB (2x16GB) DDR4 2666MHz Vengeance LPX BlackDesigned for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer PCB helps manage heat and provides superior overclocking headroom. Each IC is individually screened for performance potential.The DDR4 form factor is optimized for the latest Intel X99 and 100 Series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than DDR3 modules. Vengeance LPX DDR4 modules are compatibility-tested across X99 and 100 Series motherboards for reliably fast performance. There’s XMP 2.0 support for trouble-free automatic overclocking. And, they’re available in multiple colors to match your motherboard, your components, or just your style.Designed for Enthusiasts. Backed by Corsair.World-famous reliability and performance Ther
price: 222.34 
priceCurrency: AUD

###

title: 16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory 
description: 16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory 
price: 64.66 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: Jabra 
title: Jabra BIZ 2400 II binaural NC (FreeSpin) 
price: 144.90 
priceCurrency: EUR","title: Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset 
description: Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset 
price: 1.2844E2 
priceCurrency: NZD",False,"brand: Jabra 
title: Jabra BIZ 2400 II binaural NC (FreeSpin) 
price: 144.90 
priceCurrency: EUR

###

title: Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset 
description: Jabra Biz 2400 II Mono 3-in-1 Noise Canceling Mono Headset 
price: 1.2844E2 
priceCurrency: NZD

###

Same product?", no,True,False,False
"title: Shimano, Ultegra CN-6701, Chain, 10sp., 116 links 
description: The Ultegra CN-6701 10 speed bicycle chain is a narrow, lightweight directional chain engineered to offer optimal cassette and chainset interaction and maximum power transfer for a greater cycling performance. 
price: 45.99 
priceCurrency: CAD","brand: Tissot 
title: Tissot Mens T-Classic Tradition Strap Watch T063.617.16.057.00 
description: SS SW BLK DL CHRN 
price: 345.00 
priceCurrency: GBP",False,"title: Shimano, Ultegra CN-6701, Chain, 10sp., 116 links 
description: The Ultegra CN-6701 10 speed bicycle chain is a narrow, lightweight directional chain engineered to offer optimal cassette and chainset interaction and maximum power transfer for a greater cycling performance. 
price: 45.99 
priceCurrency: CAD

###

brand: Tissot 
title: Tissot Mens T-Classic Tradition Strap Watch T063.617.16.057.00 
description: SS SW BLK DL CHRN 
price: 345.00 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Blaze Grill Cart for 40\ Gas Grill 
description: With the Blaze Grill Cart for 40\ Gas Grill you'll be able to effortlessly support your 40\ grill. This grill cart boasts a heavy gauge 304 grade stainless steel construction, which not only gives you superior durability but will also give you the weather resistance that you're looking for. The two spacious side shelves of the grill cart will give you plenty of room for your work tools, and give you a sturdy work surface for slicing and dicing. The heavy duty casters will make it a breeze to take your grill where the party action is. The cabinet below the grill has two easy open doors that reveal a spacious interior that is perfect for the storage of your propane tank. You'll also have plenty of storage space for your grill cover and other grilling accessories. Rain or shine, this grill cart will effortlessly support your 40\ gas or charcoal grill.PRODUCT FEATURES: FREE SHIPPING Heavy Gauge Stainless Steel Construction Grill Cart for 40\ Gas Grills Side Shelves for Work Sp
price: 635.00 
priceCurrency: USD","brand: Ubiquiti 
title: Ubiquiti UniFi UVC-G3-BULLET Network IP Video surveillance camera 
description: The UniFi Video Camera UVC-G3-BULLET IP Camera is designed for use in the UniFi Video surveillance management system. It offers 1080p Full HD video, indoors or outdoors. Previously known as the UVC-G3-AF, this camera has infrared LEDs with an automatic IR cut filter for day and night surveillance. 
price: 131.49 
priceCurrency: GBP",False,"title: Blaze Grill Cart for 40\ Gas Grill 
description: With the Blaze Grill Cart for 40\ Gas Grill you'll be able to effortlessly support your 40\ grill. This grill cart boasts a heavy gauge 304 grade stainless steel construction, which not only gives you superior durability but will also give you the weather resistance that you're looking for. The two spacious side shelves of the grill cart will give you plenty of room for your work tools, and give you a sturdy work surface for slicing and dicing. The heavy duty casters will make it a breeze to take your grill where the party action is. The cabinet below the grill has two easy open doors that reveal a spacious interior that is perfect for the storage of your propane tank. You'll also have plenty of storage space for your grill cover and other grilling accessories. Rain or shine, this grill cart will effortlessly support your 40\ gas or charcoal grill.PRODUCT FEATURES: FREE SHIPPING Heavy Gauge Stainless Steel Construction Grill Cart for 40\ Gas Grills Side Shelves for Work Sp
price: 635.00 
priceCurrency: USD

###

brand: Ubiquiti 
title: Ubiquiti UniFi UVC-G3-BULLET Network IP Video surveillance camera 
description: The UniFi Video Camera UVC-G3-BULLET IP Camera is designed for use in the UniFi Video surveillance management system. It offers 1080p Full HD video, indoors or outdoors. Previously known as the UVC-G3-AF, this camera has infrared LEDs with an automatic IR cut filter for day and night surveillance. 
price: 131.49 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: DJI Mavic Mini Drone Fly More Combo 
description: Mavic Mini, the everyday flycam. Open your sky with the compact, yet powerful Mavic Mini. Weighing under 250 grams, together with the DJI Fly APP, you'll enjoy a simplified flying experience that is almost as light as the average smartphone. 
price: 649.00 
priceCurrency: CAD","brand: Fujifilm 
title: Fujifilm Instax Mini Instant Film - Monochrome (10 Shots) 
description: Monochrome (Black & White) Instant Film for Fujifilm Mini Instant Cameras10 Shots per PackISO 800High Gloss FinishSuperb Grain QualityFast Image FormationGreater Resistance to Age-Induced ChangesSingle-plastic Composition for Easier Disposal 
price: 159 
priceCurrency: ZAR",False,"title: DJI Mavic Mini Drone Fly More Combo 
description: Mavic Mini, the everyday flycam. Open your sky with the compact, yet powerful Mavic Mini. Weighing under 250 grams, together with the DJI Fly APP, you'll enjoy a simplified flying experience that is almost as light as the average smartphone. 
price: 649.00 
priceCurrency: CAD

###

brand: Fujifilm 
title: Fujifilm Instax Mini Instant Film - Monochrome (10 Shots) 
description: Monochrome (Black & White) Instant Film for Fujifilm Mini Instant Cameras10 Shots per PackISO 800High Gloss FinishSuperb Grain QualityFast Image FormationGreater Resistance to Age-Induced ChangesSingle-plastic Composition for Easier Disposal 
price: 159 
priceCurrency: ZAR

###

Same product?", no,False,False,False
"title: APC - USV APC SMT1000RMI2UCSMARTUPS 1000VA LCD RM 2U 230V SmartC 
description: Org. Artikel#: SMT1000RMI2UC 
price: 8288.75 
priceCurrency: NOK","brand: APC 
title: APC SMART-UPS 1000VA 2U Uninterruptable Power Supply 
description: 1000VA APC SMT1000RMI2UC UPS, 2U, LCD Screen, Battery Active/Low Alarm, 3 Hour Recharge Time 
price: 647.99 
priceCurrency: GBP",True,"title: APC - USV APC SMT1000RMI2UCSMARTUPS 1000VA LCD RM 2U 230V SmartC 
description: Org. Artikel#: SMT1000RMI2UC 
price: 8288.75 
priceCurrency: NOK

###

brand: APC 
title: APC SMART-UPS 1000VA 2U Uninterruptable Power Supply 
description: 1000VA APC SMT1000RMI2UC UPS, 2U, LCD Screen, Battery Active/Low Alarm, 3 Hour Recharge Time 
price: 647.99 
priceCurrency: GBP

###

Same product?", yes,True,True,True
